Time (ms),Intensity
0,848220060
66,1063822830
132,1971896884
198,2026813249
265,1933685283
331,1914938735
397,834173859
463,2088330492
530,1411498320
596,1550625928
662,2084708695
728,1021755631
795,2002806206
861,1052444097
927,1910632115
993,1239315232
1060,2025432727
1126,1466235810
1192,2084918029
1258,258580621
1325,238434891
1391,1589559217
1457,439947314
1524,2038437650
1590,1634797545
1656,1136350784
1722,1941883619
1789,762648294
1855,1508537851
1921,244792066
1987,743648983
2054,679566927
2120,846934020
2186,385981118
2252,633895657
2319,1468575715
2385,910348453
2451,2132839061
2517,1035630616
2584,980889982
2650,988267718
2716,1280681259
2782,45326360
2849,816135769
2915,308809177
2981,81736148
3048,955574620
3114,499882664
3180,475553133
3246,14720007
3313,390367616
3379,1830801275
3445,940394769
3511,801058083
3578,1937835326
3644,1576885384
3710,1410780452
3776,77905623
3843,108101204
3909,1534136046
3975,118288446
4041,337188174
4108,1690343100
4174,976221611
4240,1998916737
4307,529608399
4373,2135309534
4439,1310937863
4505,95145693
4572,203800206
4638,1417281646
4704,180456763
4770,825111313
4837,1809971475
4903,1249051721
4969,438707395
5035,1561135082
5102,1231567475
5168,53144923
5234,49998567
5300,142673487
5367,527612476
5433,1804566283
5499,1502456614
5565,1489494122
5632,1145170520
5698,1626288096
5764,1805573421
5831,1773547437
5897,35549027
5963,1441859921
6029,1146995119
6096,656853331
6162,2134032498
6228,2120653450
6294,1772660494
6361,22115553
6427,587153596
6493,1037217228
6559,1366361803
6626,919124733
6692,1792205617
6758,91154405
6824,1862762350
6891,1805940910
6957,162469166
7023,1552997189
7090,842456650
7156,1078162997
7222,64582283
7288,987908951
7355,2049903755
7421,1569357999
7487,1865391672
7553,600765188
7620,783998547
7686,443758841
7752,529370735
7818,1223794514
7885,861069019
7951,1039154188
8017,347929612
8083,1948308644
8150,2034322585
8216,1493707351
8282,846665688
8348,1406419606
8415,189017996
8481,68534277
8547,1525699413
8614,1962409175
8680,2068352445
8746,1749488956
8812,2092335280
8879,627202766
8945,295768144
9011,314911986
9077,894913836
9144,2074187715
9210,121480771
9276,772871185
9342,1209328139
9409,611415430
9475,754842415
9541,695300680
9607,964776302
9674,271545043
9740,1125057462
9806,1211774812
9872,574239372
9939,529258915
10005,1006897203
10071,1961575985
10138,594523675
10204,1631352324
10270,1835506325
10336,1441231305
10403,1392193500
10469,210231127
10535,196633154
10601,1867947951
10668,440676439
10734,1749052874
10800,2071093407
10866,1631451540
10933,1970165481
10999,1518626421
11065,555196353
11131,1712418079
11198,1179179816
11264,240147360
11330,721954580
11397,1744935641
11463,1748091732
11529,1597148433
11595,1625096304
11662,850832397
11728,1376359547
11794,1770957356
11860,1952315087
11927,1123700159
11993,939332008
12059,1300584714
12125,1101477196
12192,401966746
12258,1830248205
12324,987891218
12390,159802092
12457,1686127438
12523,624958890
12589,692160454
12655,1949593282
12722,1311683184
12788,776926561
12854,176097546
12921,424743254
12987,1309775493
13053,1568669289
13119,1473357473
13186,2070850295
13252,1174616142
13318,149904777
13384,1655452872
13451,1122442202
13517,1521854704
13583,648477549
13649,1303258395
13716,2089495245
13782,1391627701
13848,1113384564
13914,2137126245
13981,1576591017
14047,1272315630
14113,1689775624
14180,1804695250
14246,1145284874
14312,1061214283
14378,1491497928
14445,591777079
14511,146945824
14577,977926773
14643,1117042638
14710,515739300
14776,434865168
14842,1717019366
14908,232491953
14975,1158308661
15041,1735198346
15107,1085388329
15173,1748780296
15240,743992327
15306,1965771769
15372,302463375
15438,520806626
15505,2104911110
15571,712029753
15637,1273954388
15704,57705622
15770,487240949
15836,1060223513
15902,561619501
15969,1214067552
16035,1348715775
16101,557593267
16167,294255935
16234,1251128961
16300,579180550
16366,1876614237
16432,1240452214
16499,202693741
16565,1200746555
16631,66559616
16697,1092174494
16764,1198397656
16830,1256945168
16896,1045132305
16963,1610491138
17029,74004652
17095,2003872035
17161,969185907
17228,299622490
17294,8941138
17360,11534409
17426,1553050024
17493,700593927
17559,1592350435
17625,794557735
17691,235247550
17758,1931356610
17824,27987193
17890,1137465290
17956,80192026
18023,390551066
18089,507611558
18155,372304133
18221,979439698
18288,1721682221
18354,149775020
18420,514005822
18487,1601045991
18553,202218480
18619,1823880178
18685,648177079
18752,1484621846
18818,1311081547
18884,447348839
18950,2130151533
19017,46831296
19083,525958817
19149,46067254
19215,1865175375
19282,858266406
19348,2072222968
19414,1133545585
19480,1039420465
19547,157474925
19613,1860424982
19679,2099008352
19745,1159216746
19812,2033976357
19878,1411221806
19944,1736337023
20011,1232810915
20077,207593920
20143,1685891192
20209,1811444051
20276,83282529
20342,1554077129
20408,1845082289
20474,1165376003
20541,779069069
20607,2085971671
20673,535582043
20739,2116097420
20806,1458370390
20872,62236717
20938,2077493796
21004,810775112
21071,1574912038
21137,1688711155
21203,2010906640
21270,344196127
21336,1610094894
21402,2106455047
21468,2139410781
21535,616404285
21601,97829650
21667,895665239
21733,834807652
21800,1147163772
21866,1344598449
21932,1609518298
21998,2000890763
22065,1431993834
22131,401843188
22197,1075591638
22263,1319313109
22330,1541661780
22396,1917401042
22462,685412104
22528,1640608000
22595,215405617
22661,1102790403
22727,369811000
22794,312498855
22860,2080184867
22926,650286522
22992,2135720956
23059,542215726
23125,943478917
23191,188883059
23257,91436380
23324,1734384403
23390,870218620
23456,74838802
23522,1494245960
23589,922406133
23655,456992869
23721,454106244
23787,1844076755
23854,1966891668
23920,1712549845
23986,2017424726
24053,230445785
24119,1501865842
24185,1255688894
24251,2093902060
24318,2120637751
24384,1842883274
24450,550689678
24516,543370450
24583,879854465
24649,2067625428
24715,1937407668
24781,2095947057
24848,1958762043
24914,599990368
24980,279547511
25046,117353184
25113,359778505
25179,575437260
25245,1555288822
25311,1712351965
25378,1131869983
25444,389233531
25510,887364548
25577,1417763761
25643,869847715
25709,1721057969
25775,1292162743
25842,1602243720
25908,432252469
25974,1312626785
26040,170473994
26107,673872902
26173,432742206
26239,343030159
26305,123203390
26372,483337199
26438,1126208634
26504,283693731
26570,1128887861
26637,1123606719
26703,894970171
26769,1602391826
26836,826167062
26902,694666830
26968,592828496
27034,1633997655
27101,2027639320
27167,65234504
27233,985026277
27299,1683353931
27366,1479118994
27432,181899755
27498,1561503184
27564,1254489042
27631,1557897392
27697,85854255
27763,28874887
27829,382087713
27896,1274304642
27962,1637720286
28028,2093118403
28094,1570819597
28161,772705683
28227,139438831
28293,1185064099
28360,745874637
28426,467844910
28492,202428849
28558,484968470
28625,360605689
28691,1276621125
28757,709240383
28823,892021720
28890,357311501
28956,1400541842
29022,1402612747
29088,1404333083
29155,1996641747
29221,1376548786
29287,1817718446
29353,1778016081
29420,722839550
29486,398786402
29552,570089535
29618,1322667372
29685,393462530
29751,1652917588
29817,979890386
29884,194893394
29950,1203467367
30016,389586150
30082,708579699
30149,966305280
30215,2092078048
30281,1203014895
30347,1880911064
30414,1102287025
30480,747853645
30546,940651360
30612,231918033
30679,863458752
30745,1977538244
30811,1720441457
30877,1452271047
30944,1083378194
31010,1872254873
31076,1202054244
31143,1390552840
31209,684190188
31275,1778956146
31341,111201791
31408,1914117907
31474,88182042
31540,1687089868
31606,707014805
31673,991420308
31739,968333591
31805,1447189801
31871,1492001469
31938,774286735
32004,411437864
32070,1957902283
32136,1741530590
32203,1390458244
32269,990493947
32335,1032623413
32401,2142571674
32468,1741635700
32534,322141642
32600,285934953
32667,1951710328
32733,1716646902
32799,394860634
32865,951828884
32932,1422761961
32998,99043409
33064,1296573663
33130,1444687876
33197,1367437522
33263,293966836
33329,1842996409
33395,301044953
33462,2053114322
33528,1014177423
33594,1602947219
33660,1660703865
33727,2024674215
33793,791786568
33859,1267314657
33926,932551461
33992,1019849655
34058,345646891
34124,1719710343
34191,494429231
34257,1901902115
34323,1003315970
34389,676777586
34456,1909079803
34522,761223300
34588,278798489
34654,1160695045
34721,1210979631
34787,1858294708
34853,952209028
34919,1788316804
34986,317508528
35052,1748875122
35118,339936156
35184,1821058613
35251,677515424
35317,965370627
35383,944520269
35450,1352707285
35516,417437782
35582,341802633
35648,1148444366
35715,740968200
35781,741378958
35847,1782865928
35913,68216640
35980,1261226500
36046,1653254751
36112,640468394
36178,1188453330
36245,1334616182
36311,562487993
36377,271383657
36443,1445296895
36510,627512512
36576,1857033178
36642,1341563757
36709,2021581430
36775,1807878542
36841,1929567927
36907,1176823653
36974,1252380590
37040,1475692599
37106,952257837
37172,715815795
37239,1817136432
37305,1132411030
37371,335396936
37437,483257662
37504,1764598705
37570,630258341
37636,1851236094
37702,273993442
37769,680949847
37835,1463515351
37901,495646685
37967,1667523852
38034,1486403569
38100,1977738577
38166,271861719
38233,1188768515
38299,805823444
38365,2045527411
38431,1743091364
38498,1842965823
38564,67519048
38630,1014248626
38696,1417722291
38763,665005450
38829,2119267248
38895,111850315
38961,815473580
39028,2050441039
39094,140885243
39160,533089869
39226,17883991
39293,681746133
39359,2137735258
39425,1773449497
39491,1311204838
39558,682715765
39624,817610850
39690,1906508623
39757,823712547
39823,124881302
39889,1376375638
39955,957235353
40022,88841115
40088,777464566
40154,1382005314
40220,1269780790
40287,113523333
40353,1047945294
40419,922964691
40485,158884420
40552,1290541486
40618,2486034
40684,1025927485
40750,145324
40817,461009203
40883,1041153815
40949,850267190
41016,598399353
41082,585933412
41148,773335173
41214,458224916
41281,88597716
41347,1204594434
41413,602661700
41479,95010273
41546,1678644259
41612,2030844126
41678,1930794594
41744,244910067
41811,1621511927
41877,827217411
41943,906635839
42009,1904090104
42076,1401940574
42142,1868417806
42208,315916009
42274,2140412614
42341,982565807
42407,1282026294
42473,2011311528
42540,719002697
42606,2133179337
42672,83636863
42738,665351061
42805,782843443
42871,89257054
42937,1431773364
43003,217829761
43070,220106153
43136,829583856
43202,1194968836
43268,1679250
43335,1899286520
43401,18956316
43467,210955652
43533,320294452
43600,2048806123
43666,1534038766
43732,1613582572
43799,4614788
43865,1156759711
43931,927936827
43997,430617584
44064,1958809038
44130,1155726582
44196,1945888197
44262,554970764
44329,386538378
44395,1063130588
44461,1608535671
44527,2069656274
44594,49905630
44660,552370684
44726,841555293
44792,359980935
44859,1943538642
44925,1460930891
44991,890379421
45057,573944794
45124,632891455
45190,1332087590
45256,320978362
45323,1152914440
45389,1492170092
45455,1484903972
45521,889829775
45588,294384979
45654,1117821514
45720,362274303
45786,776716147
45853,743289482
45919,1923178301
45985,632394847
46051,576645772
46118,1938982165
46184,1105807529
46250,689764415
46316,1520839501
46383,10028396
46449,1820585847
46515,839722220
46581,419476241
46648,983090947
46714,484956629
46780,1900160200
46847,2060294631
46913,1358732573
46979,1110084840
47045,891213410
47112,222803487
47178,1247932487
47244,1452598918
47310,19097133
47377,1380728641
47443,1726679186
47509,1660966670
47575,2119930987
47642,889278008
47708,494327736
47774,2100082805
47840,230905610
47907,1454297206
47973,1514111447
48039,429732240
48106,875725078
48172,68731183
48238,1180195471
48304,1760027612
48371,1058252968
48437,995173411
48503,1048681620
48569,1818531060
48636,1662815926
48702,1034971404
48768,1895673738
48834,1308732479
48901,1900123885
48967,295747987
49033,1142165574
