Time (min),220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430
0.0000,-1,-2,21633,0,34,1,96,18121,0,1,-2,68,24,5,0,4,69,1,14,-1,1,-1
0.0004,1,0,21706,-2,33,1,95,18245,1,1,1,69,24,5,-2,3,69,1,12,0,0,1
0.0008,1,0,21779,-2,31,1,97,18372,1,-2,-1,67,24,3,-2,4,70,1,14,1,0,1
0.0012,1,0,21850,0,34,0,97,18503,0,-1,0,69,25,4,-1,4,70,-1,11,0,0,1
0.0016,0,-2,21922,1,32,-2,97,18630,0,-1,0,67,23,5,1,4,70,1,14,0,-2,-1
0.0019,-1,0,21977,0,32,-1,94,18729,-1,0,1,67,25,5,-1,1,70,1,11,0,1,1
0.0023,1,-2,22049,0,31,-2,97,18861,-1,0,0,68,25,4,0,2,69,1,13,0,1,-2
0.0027,-1,-2,22123,1,33,-1,97,18993,0,-2,1,66,23,4,-1,1,67,-2,14,1,1,-1
0.0031,1,-2,22194,1,32,0,95,19123,0,-1,1,68,23,5,-1,3,70,1,12,0,1,-2
0.0035,0,1,22269,-2,31,-2,95,19259,0,0,1,69,23,3,0,3,69,0,14,0,1,-1
0.0039,0,-1,22340,-2,33,0,96,19392,0,-1,-1,68,22,5,0,4,70,0,11,0,-1,-2
0.0043,-1,1,22415,0,34,1,96,19529,0,1,0,66,22,5,-2,3,68,1,13,1,-1,-2
0.0047,-1,-1,22486,0,34,-2,95,19665,0,1,1,66,24,4,-1,2,70,1,14,-1,-1,-1
0.0051,-1,-1,22560,-2,34,0,95,19802,0,-2,-1,67,24,6,1,1,69,1,12,0,1,0
0.0055,1,-1,22635,-1,34,1,94,19936,1,-2,-1,68,24,4,-1,4,68,1,12,1,1,1
0.0058,0,1,22692,1,31,-2,96,20040,0,-2,0,68,24,5,-2,3,69,1,12,0,0,1
0.0062,0,1,22767,0,34,1,97,20183,1,0,1,68,24,6,1,1,67,0,14,1,1,0
0.0066,0,0,22841,-1,32,-2,96,20321,0,0,1,68,22,6,0,2,67,-2,14,-1,0,0
0.0070,1,0,22918,1,34,1,95,20463,0,1,-1,67,22,6,0,3,67,0,11,0,-1,-2
0.0074,0,0,22992,0,34,0,95,20604,-1,1,0,69,23,6,1,4,69,-1,13,-1,1,-2
0.0078,1,-2,23065,1,31,0,94,20749,0,0,0,68,24,5,0,4,67,-1,12,-1,-2,-1
0.0082,1,0,23141,-1,31,-2,95,20891,0,0,0,68,22,5,-1,3,69,1,14,0,-1,1
0.0086,1,-2,23220,-1,31,1,97,21036,1,1,-1,69,23,4,0,4,69,-1,14,-1,1,-2
0.0090,0,-2,23295,0,33,1,95,21181,0,-2,-1,66,24,5,0,4,67,0,12,1,-2,-2
0.0093,0,-1,23353,1,31,-2,95,21293,0,-2,0,69,25,6,1,4,70,-1,13,0,-1,0
0.0097,1,-1,23428,-1,33,0,95,21437,0,-2,1,69,25,5,1,1,69,-2,13,-1,0,-1
0.0101,0,-1,23505,-2,31,1,96,21586,-1,1,-1,66,22,5,-2,2,70,-2,14,-1,-1,0
0.0105,-1,0,23580,-2,32,-1,96,21738,0,-1,0,67,25,5,-2,3,70,-1,13,1,1,1
0.0109,1,-1,23658,0,34,0,96,21887,1,-1,-2,69,23,7,1,2,69,1,12,0,1,-2
0.0113,1,1,23735,0,33,-1,97,22036,0,-2,0,69,25,5,1,2,70,-2,14,0,1,-2
0.0117,1,-1,23813,-2,31,-1,94,22190,0,-1,-1,66,25,5,1,2,68,-2,13,-1,0,0
0.0121,-1,-1,23890,0,31,-2,95,22343,0,-2,1,68,23,5,1,2,67,0,14,1,1,1
0.0125,0,0,23967,-1,33,-2,95,22498,0,0,1,68,23,7,1,4,67,-1,14,0,1,-2
0.0128,-1,-1,24029,-2,31,0,94,22613,-1,-1,-1,66,25,6,0,4,70,-1,12,-1,-1,-1
0.0132,0,1,24107,-1,34,-2,96,22770,0,0,1,69,22,5,-1,3,70,-2,13,0,-2,0
0.0136,0,0,24184,1,33,-1,96,22927,1,-1,0,66,22,7,-2,2,68,0,13,1,-2,-2
0.0140,0,1,24264,1,31,1,97,23084,0,-2,0,68,22,8,-2,4,70,1,14,-1,-2,0
0.0144,1,-1,24344,-1,33,-2,94,23241,1,-1,0,68,22,8,-2,2,70,-1,12,-1,-2,0
0.0148,0,-2,24422,1,33,1,96,23400,-1,-1,-2,69,23,5,-1,4,69,-1,14,0,-1,-1
0.0152,0,-1,24500,-2,32,1,94,23562,0,-1,-2,67,22,7,-2,1,70,-1,13,-1,1,-1
0.0156,0,-1,24581,0,33,1,94,23723,1,-1,-1,67,22,6,0,4,68,0,13,0,0,0
0.0160,1,1,24660,-2,32,0,97,23889,1,-2,0,68,25,6,0,4,68,-1,13,-1,1,1
0.0164,-1,0,24740,0,32,0,95,24050,0,1,0,69,24,6,0,3,70,0,12,0,0,-2
0.0167,0,0,24803,0,32,-1,97,24176,1,-1,-1,66,23,8,-2,2,70,-1,13,1,-2,-2
0.0171,1,-1,24883,-1,32,-1,94,24342,1,-1,-2,68,22,5,-1,2,68,0,12,0,-2,-1
0.0175,0,-2,24963,1,34,1,95,24505,0,-1,-1,68,24,6,-1,5,67,-2,12,-1,1,1
0.0179,0,-1,25045,1,32,-2,95,24673,0,1,-1,69,25,5,-2,4,68,1,14,0,1,-1
0.0183,0,-1,25124,1,32,0,94,24842,0,-1,0,68,23,6,0,5,68,0,14,-1,-1,-1
0.0187,-1,1,25207,1,31,1,97,25015,0,0,-1,69,24,5,1,4,70,-2,13,1,0,1
