Time (ms),Intensity
0,1220700294
62,491591253
125,620881729
188,260529741
251,1503639180
314,1606798648
377,153179451
440,235792167
503,867494912
566,1100792333
628,1863869460
691,1889742864
754,196666208
817,954882638
880,675213567
943,1685444333
1006,1310532670
1069,1122665286
1132,712495951
1195,1908042424
1257,1024384781
1320,1040605
1383,882329424
1446,922309603
1509,830037066
1572,661090600
1635,620797573
1698,1456765515
1761,1961343455
1824,1093642865
1886,1341737347
1949,1658105613
2012,525238249
2075,1866701635
2138,1190675265
2201,849929114
2264,989022030
2327,1855785047
2390,1945949112
2453,1252459102
2515,728137994
2578,1854652330
2641,1449658999
2704,1933948532
2767,1077182639
2830,159368938
2893,47994758
2956,742023222
3019,827106116
3082,1356358241
3144,3204112
3207,1308680310
3270,1616587087
3333,883337263
3396,839730184
3459,677839613
3522,1978870773
3585,442933889
3648,1159614611
3711,1171244275
3773,527674165
3836,2009286560
3899,42636129
3962,1349605146
4025,379485694
4088,470282467
4151,289231141
4214,66065762
4277,205585252
4340,715751520
4402,1115781900
4465,1329582353
4528,1898112175
4591,305785633
4654,48646354
4717,823026718
4780,1795877462
4843,1730405726
4906,1126315005
4969,2122928725
5031,2026695011
5094,727792758
5157,51978599
5220,1989923488
5283,992112045
5346,1473101700
5409,631229052
5472,378622559
5535,584370476
5598,1435834798
5660,455986982
5723,706834733
5786,16130137
5849,1022034280
5912,1803769146
5975,1010204825
6038,2029540917
6101,1040545035
6164,1365206475
6227,1330323974
6289,1785377082
6352,231567199
6415,1604809542
6478,979132132
6541,698404299
6604,1468935310
6667,1317145644
6730,490716928
6793,1666366867
6856,1122762388
6918,681099102
6981,1689599238
7044,281905463
7107,472160125
7170,1766616500
7233,1919244745
7296,590911026
7359,1308091412
7422,511876937
7485,1330252516
7547,997976179
7610,2032961797
7673,511594055
7736,1773910164
7799,1219286489
7862,1119370956
7925,1538327467
7988,308936346
8051,1544675045
8114,2081123722
8176,283909494
8239,1510617941
8302,1976918369
8365,646413684
8428,571251288
8491,1102483572
8554,304126986
8617,1522614974
8680,455011989
8743,2112339963
8805,1894935259
8868,1025852414
8931,1789618452
8994,932103874
9057,1015156981
9120,1752003781
9183,697197221
9246,314490646
9309,1592813253
9372,73128704
9434,291489508
9497,703095348
9560,1242767284
9623,1452377817
9686,1227033579
9749,1747120512
9812,1866101787
9875,1056876545
9938,737668913
10001,143579770
10063,1774085424
10126,535286384
10189,215775003
10252,383702220
10315,1082690705
10378,813859215
10441,2090542050
10504,345234336
10567,164740911
10630,334327448
10692,436630585
10755,1176048690
10818,757391893
10881,2110046294
10944,595532257
11007,1555864629
11070,1863059090
11133,1808798726
11196,1372423671
11259,2099674443
11321,500419866
11384,405555941
11447,30519205
11510,605642813
11573,1840368721
11636,1086111720
11699,313673263
11762,473560155
11825,1680537232
11888,1327508862
11950,330329517
12013,1152170601
12076,242233002
12139,166211119
12202,1323239582
12265,952958523
12328,1172847852
12391,1021018820
12454,161304594
12517,1784906917
12579,678225558
12642,1690527983
12705,2045880710
12768,1274086170
12831,783179876
12894,1741042806
12957,1883023218
13020,1283666524
13083,1828868560
13146,1266401082
13208,311567423
13271,402333616
13334,798431965
13397,1468674184
13460,72450470
13523,1553027272
13586,359598397
13649,1456125614
13712,1228023726
13775,834180421
13837,451567546
13900,727567636
13963,1181919730
14026,318460459
14089,43125782
14152,812343678
14215,885475271
14278,758482569
14341,1846512348
14404,1460019306
14466,622165010
14529,1309490164
14592,339808687
14655,1170829580
14718,1185557234
14781,335191990
14844,1458020540
14907,1311602269
14970,777591205
15033,1192220739
15095,2058401843
15158,168956956
15221,139781020
15284,776082950
15347,1712523958
15410,355854232
15473,1132257054
15536,490157122
15599,1081216643
15662,376438290
15724,49798816
15787,230212768
15850,1810484970
15913,1122855479
15976,701506372
16039,1317796487
16102,2049097982
16165,1660136292
16228,369652616
16291,172771081
16353,797297033
16416,1392527515
16479,1245966553
16542,1666237006
16605,361762966
16668,438193741
16731,1226244563
16794,213312002
16857,39892324
16920,721661911
16982,283380567
17045,865881822
17108,1277172037
17171,1576882423
17234,695025115
17297,857368756
17360,382949706
17423,862629763
17486,827172664
17549,67120399
17611,901100365
17674,1310941155
17737,513142298
17800,428488748
17863,899563326
17926,2052560120
17989,109538591
18052,1433824953
18115,636923486
18178,851666199
18240,265647799
18303,1432051957
18366,654886741
18429,1702650787
18492,748594595
18555,1097744213
18618,475070611
18681,387317045
18744,1601274732
18807,550714306
18869,1216677308
18932,144839442
18995,335783601
19058,912492538
19121,283673208
19184,1048905789
19247,460785105
19310,1527142106
19373,789623180
19435,962184903
19498,1665848614
19561,972500077
19624,1301018068
19687,1325997720
19750,1871815937
19813,741135668
19876,1795015657
19939,1550511016
20002,191627325
20064,1749206759
20127,335297659
20190,1213508301
20253,513880969
20316,960791973
20379,1400487489
20442,2115814992
20505,2022893352
20568,120125669
20631,1823968574
20693,56542051
20756,1559990930
20819,996829850
20882,1827550667
20945,40191099
21008,2069827380
21071,46465968
21134,398034309
21197,178354034
21260,1906619703
21322,416022215
21385,1823549853
21448,337149326
21511,1906873928
21574,1882511364
21637,813780199
21700,1348730672
21763,1747858412
21826,745270251
21889,1609796286
21951,1565504684
22014,1300312916
22077,1733697660
22140,556356035
22203,128920930
22266,108962763
22329,1460891557
22392,429327423
22455,1111705822
22518,1105097671
22580,7854657
22643,1779558776
22706,1633409786
22769,1323410100
22832,2033535619
22895,1639433440
22958,1646244146
23021,1975109573
23084,1226938052
23147,197640886
23209,1513374974
23272,204820299
23335,1647465788
23398,37582613
23461,1897175590
23524,1325682241
23587,750356919
23650,1102466212
23713,211384379
23776,684070839
23838,249383925
23901,345443161
23964,1656254801
24027,1883355168
24090,113560382
24153,355699638
24216,525790160
24279,742717049
24342,306747277
24405,1647173958
24467,495396940
24530,722325017
24593,787525903
24656,146075140
24719,840320254
24782,1149667585
24845,224627547
24908,2067507804
24971,552793607
25034,698707305
25096,771763855
25159,430221340
25222,1067682999
25285,766803122
25348,362998846
25411,864977631
25474,720216934
25537,2053373509
25600,1124136998
25663,1312260240
25725,1641874911
25788,18168907
25851,909364884
25914,1295924778
25977,1665202797
26040,1144351140
26103,1749089643
26166,1159423407
26229,737186897
26292,1356839296
26354,1861886241
26417,1087563174
26480,820776652
26543,366551358
26606,469733957
26669,1149089817
26732,2037165591
26795,5958092
26858,1077756713
26921,690970969
26983,831880735
27046,941934329
27109,1130785154
27172,676964259
27235,2018115402
27298,178981897
27361,503826659
27424,348593284
27487,1218397896
27550,1016959236
27612,205314855
27675,313360646
27738,301737439
27801,909416858
27864,101741776
27927,1504899479
27990,1571299260
28053,334369287
28116,1528194138
28179,685754523
28241,518894599
28304,349348784
28367,1188631215
28430,2105311866
28493,1270314598
28556,191842143
28619,919733956
28682,502022600
28745,1001627265
28808,1114278668
28870,1296744681
28933,2002541054
28996,1703419399
29059,3861004
29122,434745650
29185,353532373
29248,1867965208
29311,158876448
29374,414548099
29437,1138112936
29499,1553535003
29562,1345237603
29625,2066116141
29688,51392455
29751,1142868779
29814,1261779580
29877,747312153
29940,649696095
30003,125459811
30066,1844056675
30128,396677338
30191,538046777
30254,1369718816
30317,1525476414
30380,970704222
30443,598455435
30506,1781513967
30569,1760289846
30632,1703943887
30695,191613555
30757,176717618
30820,1082656746
30883,1841907423
30946,666321044
31009,489414688
31072,1473147589
31135,99664109
