Time (min),190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400
0,403046400,0,2013593600,2080768000,-654311425,335544320,738263040,0,0,-402456576,-402456576,1409351680,1409679360,-654311425,0,67174400,335544320,-318767105,335544320,201523200,0,-318767105
970045207,403046400,335544320,2013593600,2080768000,0,0,1409351680,-318767105,335544320,-402456576,-738000896,1409351680,-1878654976,-318767105,-318767105,-268435456,0,335544320,0,201523200,1006632960,335544320
978433815,1074135040,0,1678049280,2080768000,-318767105,335544320,1409351680,-318767105,0,268697600,-402456576,738263040,1745223680,0,335544320,-268435456,335544320,335544320,335544320,-134086656,1006632960,-654311425
983386450,1409679360,335544320,-1945829376,1745223680,0,-318767105,402718720,335544320,-318767105,-66912256,268697600,1073807360,2080768000,-654311425,-318767105,-268435456,0,-318767105,0,201523200,671088640,-654311425
986822423,738590720,0,1342504960,-1878654976,335544320,0,1073807360,-318767105,335544320,-402456576,-738000896,1409351680,-1878654976,-318767105,335544320,67174400,335544320,0,335544320,201523200,1006632960,335544320
990057071,1409679360,0,2013593600,2080768000,-654311425,-654311425,402718720,0,-318767105,-402456576,-402456576,738263040,1745223680,-654311425,335544320,402718720,-318767105,0,0,-134086656,671088640,335544320
991775058,403046400,0,2013593600,-1543110656,-318767105,-318767105,1409351680,-318767105,-654311425,-402456576,268697600,1073807360,-1878654976,0,335544320,67174400,0,0,-318767105,537067520,0,0
993493044,403046400,0,1342504960,1745223680,-318767105,-654311425,738263040,335544320,-318767105,-402456576,-738000896,738263040,1745223680,-318767105,0,67174400,335544320,-318767105,0,201523200,1006632960,335544320
995211031,1074135040,0,2013593600,-1878654976,335544320,335544320,738263040,-318767105,335544320,-66912256,-738000896,738263040,1409679360,335544320,0,738263040,0,0,0,537067520,0,335544320
996929018,738590720,0,1678049280,-1543110656,0,0,1073807360,0,0,-66912256,-738000896,402718720,1409679360,-318767105,0,-268435456,-318767105,0,-318767105,-134086656,335544320,335544320
998660427,1409679360,335544320,1342504960,1745223680,-318767105,335544320,738263040,335544320,-654311425,-402456576,-738000896,402718720,-1878654976,335544320,-318767105,67174400,0,335544320,0,-469630976,671088640,-318767105
999519420,1074135040,0,1678049280,-1878654976,-318767105,-318767105,738263040,0,335544320,604241920,-402456576,738263040,1409679360,-654311425,0,67174400,0,335544320,-318767105,537067520,0,-654311425
1000378414,403046400,0,-1945829376,-1543110656,0,335544320,1073807360,0,0,268697600,268697600,738263040,2080768000,-318767105,0,-268435456,335544320,335544320,335544320,201523200,0,-318767105
1001237407,1074135040,-318767105,1342504960,1745223680,335544320,-654311425,738263040,335544320,335544320,604241920,268697600,1073807360,2080768000,335544320,0,402718720,-654311425,-318767105,335544320,-469630976,1006632960,0
1002096401,738590720,0,-1945829376,-1878654976,0,0,67174400,0,-318767105,-402456576,268697600,738263040,1745223680,0,0,738263040,335544320,0,0,201523200,671088640,-654311425
1002955394,1409679360,0,2013593600,-1543110656,-654311425,0,738263040,0,335544320,604241920,-738000896,1073807360,1409679360,335544320,0,738263040,0,0,0,-134086656,0,0
1003814388,1074135040,0,1678049280,2080768000,-654311425,-318767105,402718720,335544320,335544320,268697600,-66912256,738263040,1409679360,-318767105,0,738263040,-318767105,0,0,201523200,335544320,-318767105
1004673381,1409679360,0,2013593600,-1543110656,-654311425,-654311425,1073807360,0,-654311425,-66912256,268697600,738263040,1745223680,-654311425,335544320,738263040,-654311425,0,0,537067520,671088640,335544320
1005532375,738590720,335544320,2013593600,-1878654976,0,335544320,1073807360,-318767105,0,268697600,-402456576,1073807360,1409679360,335544320,0,67174400,-654311425,-318767105,0,-469630976,671088640,-318767105
1006391368,1409679360,0,1678049280,1745223680,0,-654311425,738263040,0,335544320,604241920,-738000896,1073807360,1745223680,-654311425,335544320,67174400,-654311425,-318767105,335544320,537067520,671088640,0
1006941661,1074135040,335544320,1678049280,2080768000,-654311425,-654311425,67174400,0,0,-66912256,-738000896,1073807360,1409679360,0,0,67174400,-654311425,335544320,335544320,201523200,335544320,0
1007371158,738590720,-318767105,1678049280,-1878654976,-318767105,-318767105,67174400,0,335544320,-66912256,-738000896,1409351680,2080768000,-318767105,0,402718720,0,0,335544320,-805175296,671088640,-654311425
1007800654,1409679360,0,-1945829376,2080768000,335544320,-654311425,402718720,-318767105,335544320,-66912256,268697600,1073807360,1745223680,-654311425,0,402718720,-318767105,0,0,-805175296,671088640,-318767105
1008230151,403046400,0,2013593600,-1543110656,-318767105,-318767105,402718720,0,-318767105,604241920,-738000896,1409351680,1409679360,0,0,-268435456,335544320,335544320,335544320,201523200,1006632960,335544320
1008659648,738590720,-318767105,1678049280,2080768000,-318767105,0,738263040,0,-318767105,-66912256,-66912256,1073807360,-1878654976,335544320,-318767105,-268435456,-318767105,-318767105,-318767105,-805175296,1006632960,0
1009089144,1074135040,0,1342504960,-1878654976,-654311425,-318767105,738263040,0,0,268697600,-66912256,1409351680,1745223680,-318767105,0,738263040,335544320,-318767105,0,-469630976,335544320,335544320
1009518641,1074135040,0,-1945829376,-1543110656,335544320,-654311425,1073807360,-318767105,-318767105,268697600,-402456576,1409351680,-1878654976,-318767105,-318767105,-268435456,-654311425,0,0,-134086656,0,-654311425
1009948138,1409679360,0,2013593600,1745223680,335544320,-654311425,402718720,-318767105,-318767105,604241920,268697600,1409351680,-1878654976,335544320,0,67174400,335544320,0,-318767105,-134086656,0,335544320
1010377635,738590720,335544320,2013593600,1745223680,335544320,335544320,67174400,-318767105,-318767105,-402456576,-738000896,1409351680,1745223680,-654311425,0,67174400,-654311425,0,0,201523200,0,-654311425
1010807131,1074135040,0,2013593600,-1878654976,335544320,-654311425,738263040,0,335544320,-402456576,-738000896,1409351680,1409679360,0,0,67174400,335544320,0,0,-469630976,671088640,335544320
1011344002,1074135040,0,-1945829376,1745223680,335544320,0,738263040,0,0,-402456576,-402456576,738263040,2080768000,0,0,738263040,335544320,-318767105,0,-805175296,0,0
1011773499,1409679360,0,-1945829376,1745223680,-318767105,-654311425,738263040,335544320,0,268697600,-738000896,1409351680,1745223680,-654311425,-318767105,402718720,0,0,0,-469630976,1006632960,0
1012202996,738590720,-318767105,-1945829376,2080768000,-318767105,-318767105,1073807360,335544320,-654311425,-66912256,268697600,1409351680,-1878654976,-654311425,0,67174400,335544320,335544320,0,-805175296,335544320,335544320
1012632492,1409679360,0,1678049280,-1543110656,0,0,-268435456,0,-318767105,604241920,-402456576,402718720,1745223680,335544320,0,402718720,-318767105,0,-318767105,-134086656,0,335544320
1013061989,1409679360,335544320,-1945829376,1745223680,-318767105,-654311425,738263040,335544320,335544320,-402456576,-738000896,1409351680,2080768000,-318767105,-318767105,738263040,335544320,0,335544320,-469630976,335544320,-654311425
1013491486,403046400,0,2013593600,-1878654976,-318767105,335544320,402718720,-318767105,0,604241920,268697600,402718720,-1878654976,-654311425,-318767105,402718720,0,335544320,0,-805175296,0,-654311425
1013920983,1409679360,0,1678049280,-1543110656,335544320,335544320,-268435456,0,-654311425,268697600,-738000896,1409351680,-1878654976,-318767105,335544320,-268435456,335544320,-318767105,0,-805175296,0,-654311425
1014350479,1074135040,335544320,2013593600,-1543110656,-318767105,-654311425,67174400,-318767105,335544320,-66912256,-66912256,1073807360,1409679360,-654311425,0,-268435456,-318767105,335544320,0,-1140719616,335544320,-654311425
1014779976,738590720,335544320,2013593600,-1878654976,-654311425,-318767105,402718720,0,0,604241920,-402456576,1073807360,2080768000,-318767105,0,738263040,-654311425,335544320,-318767105,-469630976,1006632960,-318767105
1015115520,1409679360,0,1678049280,2080768000,335544320,335544320,67174400,335544320,0,-402456576,268697600,1073807360,1745223680,0,335544320,402718720,-654311425,0,0,-805175296,335544320,0
1015330269,1074135040,0,1342504960,-1543110656,-654311425,-654311425,-268435456,335544320,-318767105,-402456576,-66912256,1073807360,2080768000,-654311425,-318767105,67174400,335544320,335544320,-318767105,-469630976,1006632960,-318767105
1015545017,1409679360,0,2013593600,-1878654976,-654311425,0,-268435456,0,335544320,-402456576,-66912256,738263040,1409679360,335544320,-318767105,-268435456,-318767105,-318767105,-318767105,-805175296,1006632960,-318767105
1015759766,1409679360,-318767105,1342504960,-1543110656,-654311425,335544320,-268435456,0,-318767105,-402456576,-66912256,402718720,2080768000,0,0,-268435456,-318767105,-318767105,0,-805175296,671088640,-654311425
1015974514,1409679360,0,2013593600,-1543110656,335544320,335544320,402718720,0,0,-402456576,268697600,738263040,-1878654976,335544320,0,67174400,-318767105,0,-318767105,-805175296,671088640,-654311425
1016189262,1409679360,-318767105,2013593600,1745223680,-654311425,335544320,67174400,0,335544320,268697600,-66912256,402718720,-1878654976,0,-318767105,402718720,0,335544320,0,-805175296,671088640,-318767105
1016404011,738590720,0,1678049280,-1543110656,-654311425,-318767105,738263040,-318767105,0,268697600,268697600,402718720,1409679360,-318767105,0,67174400,0,-318767105,-318767105,-134086656,0,-318767105
1016618759,738590720,335544320,1342504960,2080768000,-318767105,0,67174400,0,-654311425,-402456576,-66912256,738263040,2080768000,-654311425,335544320,-268435456,-318767105,-318767105,-318767105,-1140719616,671088640,335544320
1016833507,1409679360,335544320,1342504960,2080768000,-318767105,0,-268435456,0,-318767105,604241920,-738000896,738263040,-1878654976,-318767105,335544320,402718720,0,0,335544320,-469630976,671088640,-654311425
1017048256,738590720,335544320,1342504960,1745223680,335544320,0,-268435456,0,0,-402456576,268697600,1073807360,1409679360,0,0,402718720,-654311425,0,335544320,-1140719616,1006632960,335544320
1017263004,738590720,0,1678049280,1745223680,0,-318767105,67174400,-318767105,0,268697600,-738000896,738263040,2080768000,-318767105,0,738263040,0,0,0,-1140719616,671088640,0
1017531440,738590720,-318767105,1342504960,2080768000,-654311425,-654311425,402718720,335544320,-654311425,-66912256,-66912256,1073807360,1409679360,0,335544320,-268435456,-654311425,335544320,335544320,-805175296,1006632960,0
1017746188,403046400,-318767105,1678049280,-1543110656,335544320,-318767105,67174400,0,-318767105,604241920,268697600,1409351680,2080768000,335544320,0,-268435456,-654311425,-318767105,335544320,-469630976,1006632960,0
1017960936,1409679360,0,-1945829376,1745223680,-318767105,0,-603979776,335544320,0,-66912256,-402456576,1073807360,1409679360,0,-318767105,402718720,0,0,0,-805175296,671088640,0
1018175685,1409679360,0,2013593600,-1543110656,-654311425,-318767105,402718720,0,-654311425,-66912256,268697600,738263040,-1878654976,0,-318767105,-268435456,-318767105,0,0,-1476263936,1342177280,0
1018390433,738590720,0,1678049280,1745223680,-654311425,335544320,-603979776,-318767105,-318767105,268697600,268697600,1409351680,1745223680,335544320,335544320,402718720,335544320,0,0,-469630976,335544320,-654311425
1018605181,1074135040,-318767105,-1945829376,2080768000,-318767105,-318767105,402718720,-318767105,-654311425,-402456576,-738000896,1073807360,-1878654976,0,335544320,402718720,-318767105,0,0,-469630976,671088640,-654311425
1018819930,403046400,0,2013593600,2080768000,-654311425,-318767105,-603979776,0,-318767105,-402456576,268697600,1073807360,2080768000,-654311425,335544320,402718720,335544320,335544320,-318767105,-805175296,671088640,335544320
1019034678,1074135040,335544320,-1945829376,-1543110656,-318767105,335544320,67174400,0,0,-66912256,-66912256,1409351680,2080768000,335544320,0,-268435456,0,0,0,-1140719616,671088640,-654311425
1019249426,403046400,0,1342504960,-1878654976,-318767105,335544320,-268435456,0,335544320,-402456576,-738000896,1073807360,-1878654976,0,335544320,402718720,0,0,335544320,-805175296,671088640,-318767105
1019464175,1074135040,335544320,1342504960,-1878654976,335544320,-318767105,67174400,-318767105,-318767105,-66912256,268697600,402718720,1745223680,335544320,335544320,738263040,0,335544320,0,-1140719616,671088640,-318767105
1019678923,403046400,0,1678049280,-1543110656,-318767105,0,-603979776,335544320,335544320,-402456576,-402456576,402718720,1409679360,0,-318767105,738263040,-654311425,335544320,-318767105,-1476263936,1342177280,0
1019893672,1409679360,0,1678049280,-1543110656,0,-318767105,402718720,0,-654311425,268697600,-738000896,1409351680,1409679360,335544320,0,402718720,335544320,0,0,-1140719616,335544320,-318767105
1020108420,1074135040,335544320,2013593600,1745223680,-318767105,-318767105,402718720,0,335544320,604241920,-738000896,738263040,1745223680,-318767105,0,738263040,0,335544320,0,-1140719616,335544320,0
1020323168,1074135040,0,1678049280,-1543110656,335544320,-654311425,-603979776,0,-318767105,268697600,268697600,402718720,-1878654976,335544320,0,67174400,-318767105,-318767105,-318767105,-1140719616,671088640,-318767105
1020537917,403046400,335544320,-1945829376,1745223680,-654311425,335544320,67174400,0,-654311425,-402456576,-402456576,1409351680,1745223680,0,335544320,-268435456,335544320,-318767105,-318767105,-1140719616,1342177280,335544320
1020752665,1409679360,335544320,2013593600,-1878654976,335544320,335544320,67174400,0,335544320,-402456576,-66912256,1073807360,-1878654976,-318767105,-318767105,402718720,335544320,0,-318767105,-1811808256,1006632960,-654311425
1020967413,403046400,0,1342504960,-1543110656,0,335544320,-603979776,-318767105,335544320,604241920,268697600,1409351680,-1878654976,-318767105,0,738263040,0,335544320,0,-1811808256,1342177280,335544320
1021182162,403046400,0,2013593600,-1543110656,-318767105,-318767105,-603979776,0,335544320,268697600,-738000896,1073807360,1409679360,-654311425,0,738263040,-654311425,0,0,-1140719616,335544320,-654311425
1021396910,403046400,0,-1945829376,1745223680,-654311425,-318767105,-939524096,0,-318767105,604241920,-66912256,1073807360,1745223680,-318767105,335544320,402718720,-318767105,335544320,0,-1476263936,1006632960,-318767105
1021611658,1074135040,0,1342504960,2080768000,-654311425,-318767105,-603979776,0,-654311425,268697600,-738000896,738263040,2080768000,-318767105,0,738263040,335544320,0,-318767105,-1476263936,1006632960,-654311425
1021880094,1074135040,335544320,1342504960,-1878654976,-654311425,-318767105,-939524096,0,-654311425,-402456576,-402456576,1073807360,1745223680,-654311425,-318767105,738263040,-318767105,0,0,-1811808256,1006632960,-654311425
1022094842,1409679360,335544320,-1945829376,-1878654976,335544320,-318767105,-939524096,0,-318767105,-66912256,-738000896,1409351680,1745223680,-654311425,0,67174400,0,0,-318767105,-805175296,1006632960,-318767105
1022309591,738590720,0,1342504960,-1543110656,0,-318767105,67174400,-318767105,-318767105,-66912256,-738000896,1073807360,1745223680,335544320,-318767105,-268435456,-654311425,0,-318767105,-805175296,1006632960,0
1022524339,1074135040,-318767105,2013593600,1745223680,-654311425,0,-939524096,-318767105,-318767105,268697600,-738000896,1409351680,1409679360,335544320,335544320,402718720,335544320,0,0,-1811808256,335544320,0
1022739087,1409679360,0,2013593600,-1543110656,-318767105,0,67174400,335544320,335544320,-66912256,268697600,402718720,1409679360,-654311425,-318767105,-268435456,-654311425,-318767105,335544320,-1476263936,671088640,-654311425
1022953836,1409679360,0,1342504960,-1543110656,-654311425,-318767105,-603979776,0,-318767105,-66912256,-66912256,1409351680,2080768000,335544320,335544320,-268435456,0,-318767105,0,-1811808256,1342177280,0
1023168584,1074135040,335544320,1342504960,-1878654976,-654311425,-654311425,67174400,335544320,335544320,268697600,-402456576,1409351680,1409679360,0,-318767105,738263040,335544320,335544320,-318767105,-1476263936,671088640,-654311425
