Time (min),150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350
0.0000,0,0,1,-1,-1,-2,44,1,0,-1,1,1,1,-1,9,0,0,0,1,64,-140501
0.0004,1,1,0,0,-1,1,42,1,1,-2,-1,0,-1,1,10,0,0,0,1,62,-141122
0.0009,0,-2,1,0,0,-2,41,0,1,0,-1,-1,0,-1,10,0,-1,1,-2,62,-141903
0.0013,0,-1,1,0,-1,-2,42,0,1,1,0,-1,0,0,9,0,0,-1,1,65,-142528
0.0018,-2,-1,-1,1,-2,0,44,1,-2,0,1,1,-2,0,9,1,0,0,0,63,-143314
0.0022,1,1,-2,0,1,1,44,-1,-2,0,-1,-1,-1,-1,8,1,0,1,-2,63,-143947
0.0027,1,0,0,1,1,0,41,0,-2,0,0,-1,-2,-1,8,0,0,1,1,63,-144741
0.0031,0,-1,-2,0,-1,-2,43,-1,1,-2,0,-1,0,-1,11,0,-1,1,0,64,-145380
0.0036,1,1,0,-2,1,1,44,-1,0,1,-1,-1,0,0,11,0,-1,0,0,62,-146180
0.0040,1,-2,-1,1,0,-1,43,1,1,1,0,0,-1,-1,10,0,-1,1,1,65,-146825
0.0044,-1,-2,-1,0,1,0,43,0,1,-2,0,1,0,0,10,1,1,0,-2,65,-147471
0.0049,0,-1,0,0,0,-1,41,-1,-2,-2,0,0,0,1,8,1,1,1,1,65,-148281
0.0053,1,1,0,-1,0,0,42,0,-1,-1,1,0,-1,1,10,1,1,0,0,63,-148931
0.0058,1,-1,-1,-2,0,-2,44,-1,-1,0,-1,0,-1,-1,12,-1,0,1,-2,65,-149749
0.0062,0,-2,-1,0,1,-1,42,-1,0,-2,-1,0,-1,0,12,-1,0,0,-2,63,-150410
0.0067,1,1,-2,-1,-2,1,43,1,-1,-1,0,1,-1,1,10,-1,0,-1,-1,64,-151234
0.0071,-1,-2,0,-2,-1,0,42,-2,0,1,0,0,-2,-1,12,0,0,0,-2,64,-151897
0.0075,0,-1,0,-2,0,-2,41,-1,-2,0,0,1,-2,0,11,0,-1,1,-1,63,-152561
0.0080,1,-1,0,1,1,0,43,-1,1,1,1,1,-2,0,9,-1,0,0,1,64,-153398
0.0084,1,0,-2,0,1,-1,41,-2,1,0,-1,-1,0,0,9,0,0,1,1,65,-154069
0.0089,-1,-2,-2,-1,1,0,42,-2,0,-2,-1,-1,0,-2,9,-1,1,1,-2,62,-154914
0.0093,0,1,1,1,-1,-1,41,0,-2,1,0,1,0,-1,9,0,0,0,-1,62,-155590
0.0098,-2,1,-2,0,-2,0,44,-1,-1,-1,0,-1,-2,-2,12,-1,1,0,1,63,-156439
0.0102,1,-2,-2,1,-1,1,41,-1,0,0,-1,-1,-2,-2,9,0,1,0,0,65,-157126
0.0107,-2,-1,1,1,1,-1,44,-2,1,-1,0,1,-1,-2,10,0,0,-1,-2,65,-157984
0.0111,-1,1,1,1,-1,-2,41,0,-1,0,1,1,0,-2,11,1,1,-1,0,64,-158670
0.0115,-1,-2,-1,-2,-1,1,42,1,0,-2,-1,-1,1,1,13,0,1,0,1,64,-159362
0.0120,-1,-1,1,0,-2,-2,41,-2,0,0,-1,0,-1,0,10,0,0,0,1,62,-160232
0.0124,-1,-1,1,1,0,0,41,-2,-1,0,0,-1,0,0,11,-1,0,-1,-1,65,-160930
0.0129,0,-1,-2,0,0,-2,44,1,0,-1,0,0,-2,0,10,1,0,0,0,62,-161807
0.0133,-2,1,0,0,0,-1,43,1,-2,-2,1,0,-1,1,11,-1,1,-1,-1,62,-162512
0.0138,1,-2,-1,-2,-2,1,41,0,0,1,-1,0,0,-2,12,0,-1,0,0,63,-163396
0.0142,-2,-2,-2,0,1,-1,42,0,-2,0,0,-1,-2,-2,10,1,0,0,-1,64,-164104
0.0146,-1,-1,-1,1,0,0,42,0,0,-2,1,0,0,1,13,1,0,-1,-2,62,-164819
0.0151,-1,-2,1,1,-1,-1,43,-2,0,1,0,1,-1,1,12,1,-1,0,-2,63,-165714
0.0155,0,-2,-2,1,-2,0,41,-1,0,-1,0,-1,-1,-2,13,1,0,-1,-2,62,-166432
0.0160,1,1,1,0,0,0,43,-2,-1,-1,1,0,0,0,11,0,0,1,0,64,-167335
0.0164,1,1,1,-2,-2,-2,42,-1,-1,1,0,0,0,1,13,0,-1,0,-2,63,-168060
0.0169,1,1,-1,-2,0,-2,42,1,0,0,-1,0,-2,-1,14,1,0,0,-1,63,-168970
0.0173,-2,1,0,-2,1,0,43,-1,-2,-1,0,-1,0,-2,11,0,1,0,1,64,-169700
0.0178,0,1,-1,-2,0,-1,41,-1,-2,0,0,0,-2,-1,13,-1,0,0,-1,65,-170620
0.0182,1,-1,-2,-2,-2,-2,41,1,1,-1,1,-1,1,-2,11,0,0,0,0,65,-171359
0.0186,0,-1,-2,0,0,0,42,-1,-1,-2,0,-1,-2,0,13,0,0,0,1,63,-172099
0.0191,1,-2,-1,0,1,-1,44,-2,-2,1,1,0,0,-1,14,1,0,-1,-2,63,-173029
0.0195,-1,-2,-1,0,-1,-1,41,1,1,-1,1,0,-2,-2,12,1,1,0,1,63,-173776
0.0200,1,-2,-2,0,-2,0,42,-2,0,-2,1,1,1,0,15,0,0,-1,1,63,-174712
0.0204,0,-1,0,0,-2,-2,41,-1,0,1,0,1,0,0,14,-1,0,1,-1,62,-175464
0.0209,-2,0,-1,0,0,1,43,-1,1,1,-1,1,1,-1,13,0,1,0,-2,63,-176413
0.0213,1,1,0,0,1,1,42,0,-1,-1,-1,1,0,1,13,-1,0,1,-2,62,-177173
0.0217,-1,-1,-1,0,0,-2,43,-1,-1,-2,1,0,0,0,12,-1,1,0,1,64,-177934
0.0222,1,1,0,1,-2,1,42,-1,1,1,1,0,-2,0,14,-1,0,1,-2,62,-178891
0.0226,-2,-2,1,1,-2,1,44,-2,1,0,-1,-1,-1,1,12,-1,0,-1,-2,65,-179663
0.0231,0,0,-2,-2,-2,1,41,0,0,0,-1,0,-2,-2,12,0,0,0,1,64,-180626
0.0235,-1,-2,-1,0,-1,1,44,1,-1,-2,0,-1,-2,-2,16,0,-1,0,-1,64,-181402
0.0240,-2,1,-1,-1,-2,1,42,-1,0,-2,0,1,-1,-2,13,0,1,0,-1,62,-182376
0.0244,-2,1,-2,0,-2,-2,43,-1,-1,-2,1,-1,0,1,15,0,0,1,0,64,-183160
0.0249,0,-1,1,0,-1,-1,44,-2,0,1,1,0,1,0,16,0,0,0,0,62,-184141
0.0253,1,-2,0,-1,-2,-2,42,1,0,0,0,0,0,-2,13,1,0,0,0,62,-184931
0.0257,0,-1,1,-1,0,0,41,-1,-2,-1,1,0,-2,0,15,-1,1,0,1,65,-185723
0.0262,-2,-1,0,0,1,0,44,-2,-2,1,0,-1,-1,0,14,-1,0,0,1,64,-186718
0.0266,-2,1,-1,1,-1,-1,42,-1,1,1,1,0,-2,0,14,-1,1,0,-1,64,-187515
0.0271,-1,-2,0,0,-1,-1,41,0,-1,-2,1,0,-2,-1,16,1,0,0,0,64,-188520
0.0275,1,1,-1,0,-1,-2,41,-1,1,-2,0,1,1,-2,14,-1,0,-1,-1,62,-189326
0.0280,-2,-2,-2,0,0,1,42,0,1,-1,0,-1,0,-2,15,1,0,-1,-2,62,-190336
0.0284,-2,-2,0,-1,-1,1,41,-2,0,-1,-1,-1,-1,0,15,1,0,1,-2,62,-191149
0.0288,-2,-1,-2,0,1,1,44,0,1,1,1,0,0,0,17,0,0,-1,0,65,-191962
0.0293,-1,0,0,-1,-1,0,43,-1,1,1,0,0,-2,-1,14,0,1,0,-2,64,-192988
0.0297,-1,-1,0,0,-2,1,43,0,-2,0,-1,1,-1,1,17,-1,1,0,1,64,-193808
0.0302,-2,0,1,1,1,1,42,-1,0,-2,-1,0,0,-1,14,0,1,-1,0,62,-194843
0.0306,0,1,-1,1,1,0,41,0,-2,-1,-1,1,-1,1,17,1,1,1,0,64,-195673
0.0311,-1,-2,0,1,-2,0,41,1,1,0,0,-1,-1,-1,16,-1,-1,0,1,65,-196713
0.0315,-1,1,1,1,1,-2,42,-2,1,0,0,0,-1,-1,18,0,0,0,0,63,-197550
0.0320,1,0,-1,1,1,-1,41,-2,-2,1,0,0,1,-2,17,1,1,0,0,62,-198599
0.0324,1,1,-2,0,1,-2,42,-1,-2,0,0,-1,-2,1,15,-1,-1,1,1,62,-199444
0.0328,-1,-1,-2,1,0,1,42,1,-1,0,0,0,1,-1,18,-1,0,-1,0,63,-200290
0.0333,0,0,-2,1,-1,0,44,-1,-1,1,1,0,1,-2,16,1,0,0,-1,62,-201352
0.0337,1,-2,-2,1,0,1,44,-1,0,0,-1,-1,-1,0,18,-1,0,0,-1,63,-202206
0.0342,-2,-1,1,-1,-2,1,43,-1,0,-1,0,0,0,1,18,1,-1,0,0,62,-203278
0.0346,-2,0,-2,-1,0,-1,41,-2,1,1,0,0,0,-2,19,-1,0,1,-1,63,-204138
0.0351,0,-1,-1,1,-1,1,41,0,-1,-2,-1,0,0,0,18,0,0,0,0,62,-205217
0.0355,-1,-2,-2,0,-1,1,42,0,0,-2,1,0,-2,-2,18,0,0,0,1,64,-206085
0.0359,1,-1,0,-1,-1,-2,44,-2,-1,0,0,0,-1,-1,17,0,0,0,-1,65,-206956
0.0364,1,0,0,0,0,1,43,1,0,1,0,0,0,1,17,0,-1,0,0,63,-208052
0.0368,-2,-1,1,1,0,-1,44,1,1,1,-1,-1,-1,-1,17,0,1,0,-2,65,-208931
0.0373,-2,-1,-2,0,-1,-1,44,-2,0,0,0,-1,-1,-1,17,0,0,-1,0,65,-210032
0.0377,-2,0,0,0,-2,-1,42,0,-2,0,0,-1,0,1,17,0,-1,0,1,64,-210918
0.0382,-2,1,-1,-1,0,-2,44,-1,-2,-1,0,0,1,-1,17,0,0,-1,1,65,-212030
0.0386,-1,-1,-2,1,1,-1,42,-1,1,-1,1,0,-2,-1,19,0,0,0,-1,62,-212923
0.0391,0,-2,1,1,1,-2,42,-2,1,0,0,0,1,0,20,0,0,0,1,65,-214044
0.0395,0,-1,-1,0,0,1,41,0,0,-1,1,1,-2,-2,19,-1,0,-1,1,64,-214945
0.0399,1,0,1,-1,0,0,44,0,-1,1,0,1,-1,-1,19,-1,0,1,1,63,-215850
0.0404,-1,-1,-2,-1,-1,-2,41,0,1,-2,1,0,-2,0,19,-1,1,0,0,63,-216983
0.0408,-2,1,-2,0,0,-1,43,0,-1,-1,0,-1,0,-1,21,0,1,0,-2,62,-217894
0.0413,1,0,-2,0,-2,0,41,0,-1,-2,1,0,-1,1,20,0,1,0,-2,62,-219040
0.0417,-1,1,-2,1,0,-1,44,0,0,0,-1,1,-2,-1,18,0,-1,0,0,65,-219956
0.0422,1,-1,-2,0,1,0,43,-2,-2,-2,1,0,-1,0,18,0,0,1,-2,64,-221112
0.0426,0,-2,-1,0,1,-1,44,-2,-1,1,1,0,0,-2,20,-1,-1,-1,0,65,-222037
0.0430,-2,0,1,-1,-1,-2,44,-2,-1,-1,0,0,-1,-2,22,-1,1,0,1,65,-222966
0.0435,-1,-2,0,0,-1,1,44,-2,1,1,-1,1,-1,-1,22,-1,0,1,-1,65,-224137
0.0439,0,0,-1,0,0,1,43,-2,-1,0,1,0,-1,0,20,0,1,-1,1,64,-225073
0.0444,1,-1,-1,1,1,-2,41,-1,-1,-2,0,-1,-1,-2,19,0,1,-1,-2,64,-226250
0.0448,1,-2,-1,0,-2,-2,43,-1,-1,-1,0,0,-2,-2,19,1,1,0,0,62,-227195
0.0453,1,-2,-2,1,1,1,41,-1,0,1,0,0,-2,0,19,1,0,1,1,63,-228382
0.0457,1,0,0,0,0,-2,43,-1,-1,-1,-1,1,1,-1,23,-1,-1,-1,-1,63,-229334
0.0462,-2,0,0,-1,-1,1,41,0,-2,-2,-1,0,1,-2,21,0,-1,-1,-1,64,-230531
0.0466,-2,-2,1,-1,0,-2,42,1,-1,-2,1,1,0,-1,21,1,0,1,0,65,-231491
0.0470,0,1,0,1,-2,-2,41,0,-2,-1,1,0,-2,-1,20,1,0,-1,-2,65,-232456
0.0475,0,-1,-2,-1,1,-1,41,1,-1,-1,0,0,0,-2,22,0,-1,0,-1,62,-233670
0.0479,1,-1,0,0,-2,-2,43,-1,-2,-1,0,-1,-2,-2,23,1,0,1,-1,62,-234642
0.0484,-2,-1,0,0,0,0,41,-2,1,-1,0,0,1,0,24,-1,0,-1,-2,64,-235860
0.0488,-1,0,-2,0,1,-2,44,0,1,-2,0,0,-2,-1,21,0,-1,1,-1,62,-236841
0.0493,1,-1,-2,1,-1,-1,41,1,-2,1,0,0,0,-1,21,0,1,0,-2,64,-238073
0.0497,-2,-1,0,0,1,-2,44,0,0,-1,0,0,0,-2,24,0,0,0,1,65,-239062
0.0502,-2,0,1,1,-1,0,41,1,-1,-1,-1,0,1,1,23,0,0,0,1,63,-240302
0.0506,0,0,0,0,1,1,44,1,-1,1,1,0,-2,-2,23,1,0,1,-1,64,-241296
0.0510,1,-2,1,0,-2,1,42,0,-1,1,0,0,1,1,23,0,0,0,0,65,-242299
0.0515,-2,-1,1,1,-2,1,42,1,0,0,0,-1,-1,-1,22,0,0,1,1,65,-243554
