Time (min),311,321,347,351,352,360,372,377,385,387,391,393,411,430,536,539,561,571,577,581,588,620,674,682,690,700,714,726,728,754,793,804,843,853,855,875,894,895,898,906,930,940,942,993,995
0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
